# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "../../../../local_scratch/ClINT/RawData/ref_genome.gff" "-o" ".//vartable_output/FO13679x01/fc_output.txt" "-t" "gene" "-g" "locus_tag" "../../test_dir/bams/20096b089_dedup_snc_trimmed_Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam" "../../test_dir/bams/20096b001_dedup_snc_trimmed_Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam" "../../test_dir/bams/20096b044_dedup_snc_trimmed_Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam" "-T" "10" 
Geneid	Chr	Start	End	Strand	Length	../../test_dir/bams/20096b089_dedup_snc_trimmed_Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam	../../test_dir/bams/20096b001_dedup_snc_trimmed_Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam	../../test_dir/bams/20096b044_dedup_snc_trimmed_Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam
ACCFDFCE_01240	1	1288465	1289586	+	1122	221	243	303
ACCFDFCE_01241	1	1289590	1292619	+	3030	1315	1264	1398
ACCFDFCE_01242	1	1292690	1293052	-	363	10439	9853	10370
ACCFDFCE_01243	1	1293256	1294902	+	1647	1186	837	620
ACCFDFCE_01244	1	1295179	1295506	-	328	1935	1668	993
ACCFDFCE_01245	1	1295794	1298499	+	2706	197370	221978	34969
ACCFDFCE_01246	1	1298679	1299146	+	468	2489	2575	1005
ACCFDFCE_01247	1	1299353	1299649	-	297	429	226	523
ACCFDFCE_01248	1	1299666	1299890	+	225	278	141	295
ACCFDFCE_01249	1	1300025	1300633	-	609	1708	4531	2413
ACCFDFCE_01250	1	1300839	1302830	+	1992	1286	1266	1933
ACCFDFCE_01251	1	1302830	1305232	+	2403	1852	1843	2953
ACCFDFCE_01252	1	1305482	1306942	+	1461	1202	1284	938
ACCFDFCE_01253	1	1307442	1308293	+	852	796	1175	1908
ACCFDFCE_01254	1	1308488	1309636	+	1149	4811	5229	7702
ACCFDFCE_01255	1	1310117	1312639	+	2523	12436	10137	13286
ACCFDFCE_01256	1	1312842	1313351	-	510	1138	1496	2123
ACCFDFCE_01257	1	1313488	1314471	+	984	673	454	515
ACCFDFCE_01258	1	1314559	1314747	-	189	1329	1016	1078
ACCFDFCE_01259	1	1314892	1316154	+	1263	173	180	206
ACCFDFCE_01260	1	1316291	1317382	-	1092	1374	1207	1614
ACCFDFCE_01261	1	1317547	1318578	+	1032	3755	4465	3300
ACCFDFCE_01262	1	1319070	1320476	+	1407	118	95	63
ACCFDFCE_01263	1	1320473	1321039	+	567	50	32	30
ACCFDFCE_01264	1	1321045	1322043	+	999	116	75	74
ACCFDFCE_01265	1	1322045	1322827	+	783	79	54	57
ACCFDFCE_01266	1	1322824	1323459	+	636	48	23	45
ACCFDFCE_01267	1	1323452	1324666	+	1215	82	48	59
ACCFDFCE_01268	1	1324659	1325387	+	729	65	59	82
ACCFDFCE_01269	1	1325709	1326971	+	1263	1994	2123	3466
ACCFDFCE_01270	1	1326990	1328249	+	1260	3440	3205	5311
ACCFDFCE_01271	1	1328932	1329699	+	768	539	613	507
ACCFDFCE_01272	1	1329747	1330220	-	474	1097	1600	1972
ACCFDFCE_01273	1	1330344	1331045	-	702	310	323	598
ACCFDFCE_01274	1	1331038	1331814	-	777	278	228	559
ACCFDFCE_01275	1	1331798	1332628	-	831	205	187	501
ACCFDFCE_01276	1	1332621	1333607	-	987	250	275	596
ACCFDFCE_01277	1	1333911	1334255	-	345	133	137	192
ACCFDFCE_01278	1	1334460	1336274	+	1815	8735	6521	11508
ACCFDFCE_01279	1	1336414	1337055	-	642	44	38	48
ACCFDFCE_01280	1	1337062	1337913	-	852	20	35	30
ACCFDFCE_01281	1	1337960	1338877	-	918	33	29	27
ACCFDFCE_01282	1	1338879	1339805	-	927	19	14	8
ACCFDFCE_01283	1	1339996	1340979	-	984	22	30	15
ACCFDFCE_01284	1	1341265	1341597	-	333	135	123	108
ACCFDFCE_01285	1	1341951	1342853	-	903	2162	3362	2858
ACCFDFCE_01286	1	1343000	1344601	+	1602	982	1299	1121
ACCFDFCE_01287	1	1345204	1345379	+	176	664	741	174
ACCFDFCE_01288	1	1345461	1346666	+	1206	964	1714	799
ACCFDFCE_01289	1	1346730	1347719	+	990	1634	2097	967
ACCFDFCE_01290	1	1347721	1348608	+	888	2359	2750	1093
ACCFDFCE_01291	1	1348605	1349327	+	723	1306	1598	597
ACCFDFCE_01292	1	1349354	1350073	+	720	1280	1959	693
ACCFDFCE_01293	1	1350216	1351367	+	1152	1241	1757	620
ACCFDFCE_01294	1	1351372	1352457	+	1086	1046	1655	637
ACCFDFCE_01295	1	1352447	1353712	+	1266	2560	3364	2072
ACCFDFCE_01296	1	1353952	1354353	-	402	17	79	199
ACCFDFCE_01297	1	1354550	1354750	-	201	2708	3189	3747
ACCFDFCE_01298	1	1354921	1355229	-	309	180	207	902
ACCFDFCE_01299	1	1355392	1355661	+	270	293	132	301
ACCFDFCE_01300	1	1355686	1356309	+	624	1991	1457	2807
ACCFDFCE_01301	1	1356341	1357477	+	1137	5041	3916	7172
ACCFDFCE_01302	1	1357744	1358136	-	393	7	5	3
ACCFDFCE_01303	1	1358173	1358410	+	238	72	49	34
ACCFDFCE_01304	1	1358489	1359832	-	1344	312	344	778
ACCFDFCE_01305	1	1360057	1361943	-	1887	1676	1729	3401
ACCFDFCE_01306	1	1361957	1362748	-	792	817	778	1505
ACCFDFCE_01307	1	1362929	1363132	-	204	1144	1314	1759
ACCFDFCE_01308	1	1363161	1363970	-	810	5560	5759	8032
ACCFDFCE_01309	1	1364550	1365818	-	1269	70367	62949	52482
ACCFDFCE_01310	1	1365832	1368630	-	2799	106143	107477	103800
ACCFDFCE_01311	1	1368914	1370269	-	1356	1352	1834	1288
ACCFDFCE_01312	1	1370266	1370925	-	660	681	1158	729
ACCFDFCE_01313	1	1371395	1371595	-	201	1	2	2
ACCFDFCE_01314	1	1371518	1371698	+	181	27	37	26
ACCFDFCE_01315	1	1371712	1372326	-	615	937	748	748
ACCFDFCE_01316	1	1372343	1373413	-	1071	1004	932	1034
ACCFDFCE_01317	1	1372711	1372885	+	175	0	0	0
ACCFDFCE_01318	1	1373425	1373934	-	510	126	160	181
ACCFDFCE_01319	1	1374334	1375824	-	1491	3302	3736	3860
ACCFDFCE_01320	1	1376016	1376237	-	222	1285	1811	2187
ACCFDFCE_01321	1	1376237	1376737	-	501	2958	3749	4711
ACCFDFCE_01322	1	1376749	1377177	-	429	2103	2390	3139
ACCFDFCE_01323	1	1377170	1377703	-	534	5126	5894	7144
ACCFDFCE_01324	1	1377789	1378628	-	840	4232	6088	5751
ACCFDFCE_01325	1	1378643	1379122	-	480	2159	2886	3038
ACCFDFCE_01326	1	1379322	1380278	-	957	1011	1068	1576
ACCFDFCE_01327	1	1380702	1381139	-	438	689	859	1331
ACCFDFCE_01328	1	1381155	1382279	-	1125	2327	2890	4134
ACCFDFCE_01329	1	1382317	1382568	-	252	386	367	583
ACCFDFCE_01330	1	1383019	1383723	+	705	69	136	95
ACCFDFCE_01331	1	1383744	1384068	+	325	1162	953	591
ACCFDFCE_01332	1	1383788	1383919	-	132	0	0	0
ACCFDFCE_01333	1	1384264	1384665	+	402	52	35	79
ACCFDFCE_01334	1	1384724	1413331	-	28608	2898	25024	4065
ACCFDFCE_01335	1	1413729	1415120	-	1392	126	118	444
ACCFDFCE_01336	1	1415277	1416599	-	1323	120	172	688
ACCFDFCE_01337	1	1416630	1417670	-	1041	98	117	636
ACCFDFCE_01338	1	1417765	1418883	-	1119	130	141	372
ACCFDFCE_01339	1	1419358	1420236	-	879	1845	2283	1723
ACCFDFCE_01340	1	1420256	1423696	-	3441	6149	7428	5634
ACCFDFCE_01341	1	1424000	1425340	+	1341	98	71	146
ACCFDFCE_01342	1	1425546	1425878	-	333	158	187	189
ACCFDFCE_01343	1	1425962	1427107	-	1146	373	352	294
ACCFDFCE_01344	1	1427316	1427695	-	380	86282	78974	71084
ACCFDFCE_01345	1	1427541	1427657	-	117	0	0	0
ACCFDFCE_01346	1	1427758	1428102	-	345	3654	2611	4016
ACCFDFCE_01347	1	1428116	1428679	-	564	4131	3271	4379
ACCFDFCE_01348	1	1428672	1429073	-	402	1976	1465	1845
ACCFDFCE_01349	1	1429562	1430188	+	627	976	1078	1109
ACCFDFCE_01350	1	1430185	1432368	+	2184	9627	9663	13356
ACCFDFCE_01351	1	1432934	1433275	-	342	310	420	914
ACCFDFCE_01352	1	1433280	1433939	-	660	560	659	1396
ACCFDFCE_01353	1	1433929	1434615	-	687	481	509	1067
ACCFDFCE_01354	1	1434943	1436235	-	1293	4884	5218	5419
ACCFDFCE_01355	1	1436557	1439250	-	2694	1340	2153	3133
ACCFDFCE_01356	1	1439274	1440245	-	972	652	788	1287
ACCFDFCE_01357	1	1440232	1441434	-	1203	544	676	949
ACCFDFCE_01358	1	1441439	1442581	-	1143	481	642	881
ACCFDFCE_01359	1	1442822	1443139	-	318	65	75	99
ACCFDFCE_01360	1	1443476	1444174	-	699	7017	8127	10930
ACCFDFCE_01361	1	1444228	1444815	-	588	248	419	464
ACCFDFCE_01362	1	1444805	1445392	-	588	358	575	675
ACCFDFCE_01363	1	1445394	1446638	-	1245	1593	2025	2300
ACCFDFCE_01364	1	1446645	1447943	-	1299	1873	2069	2421
ACCFDFCE_01365	1	1447953	1449017	-	1065	1075	1468	1584
ACCFDFCE_01366	1	1449043	1450209	-	1167	1202	1696	1777
ACCFDFCE_01367	1	1450595	1450795	-	201	8	4	6
ACCFDFCE_01368	1	1451004	1451453	-	450	838	1330	1165
ACCFDFCE_01369	1	1451545	1452504	-	960	1702	2424	2696
ACCFDFCE_01370	1	1452506	1453231	-	726	1325	1991	1941
ACCFDFCE_01371	1	1453234	1453806	-	573	497	937	824
ACCFDFCE_01372	1	1454237	1454509	-	273	49008	41365	34680
ACCFDFCE_01373	1	1454680	1455678	-	999	3558	3339	3820
ACCFDFCE_01374	1	1455695	1457005	-	1311	3610	3721	4063
ACCFDFCE_01375	1	1457227	1458402	-	1176	33614	34328	53504
ACCFDFCE_01376	1	1459114	1459773	-	660	1034	1631	1566
ACCFDFCE_01377	1	1459850	1460818	+	969	357	301	358
ACCFDFCE_01378	1	1460933	1461919	-	987	439	456	989
ACCFDFCE_01379	1	1462321	1463781	-	1461	20404	21999	29930
ACCFDFCE_01380	1	1463934	1465313	-	1380	1828	1319	1846
ACCFDFCE_01381	1	1465303	1466256	-	954	853	716	978
ACCFDFCE_01382	1	1466364	1466612	+	249	149	126	210
ACCFDFCE_01383	1	1466718	1467263	-	546	948	817	1361
ACCFDFCE_01384	1	1467325	1467459	-	135	627	426	783
ACCFDFCE_01385	1	1467860	1468774	-	915	3183	1283	3707
ACCFDFCE_01386	1	1468789	1468995	-	207	908	287	1049
ACCFDFCE_01387	1	1468988	1469878	-	891	3856	1394	4689
ACCFDFCE_01388	1	1469996	1470913	-	918	5124	1791	4649
ACCFDFCE_01389	1	1471004	1473166	-	2163	43252	18093	37233
ACCFDFCE_01390	1	1473159	1474088	-	930	11956	5912	13938
ACCFDFCE_01391	1	1474333	1476084	-	1752	3912	3437	3718
ACCFDFCE_01392	1	1476065	1476790	-	726	3126	3240	3408
ACCFDFCE_01393	1	1476923	1477660	-	738	968	948	948
ACCFDFCE_01394	1	1477653	1478195	-	543	829	792	708
ACCFDFCE_01395	1	1478188	1478943	-	756	753	820	618
ACCFDFCE_01396	1	1479011	1479517	+	507	220	182	282
ACCFDFCE_01397	1	1479595	1480482	-	888	2094	2144	2097
ACCFDFCE_01398	1	1480531	1480980	-	450	1184	1259	1361
ACCFDFCE_01399	1	1481085	1481627	-	543	813	799	893
ACCFDFCE_01400	1	1481709	1482617	+	909	5041	3338	5963
ACCFDFCE_01401	1	1482833	1483081	-	249	345	281	331
ACCFDFCE_01402	1	1483097	1483852	-	756	719	725	864
ACCFDFCE_01403	1	1483994	1484809	+	816	3981	5200	3642
ACCFDFCE_01404	1	1484914	1485834	-	921	878	1356	873
ACCFDFCE_01405	1	1486147	1487631	+	1485	10881	15396	23475
ACCFDFCE_01406	1	1487861	1488727	+	867	2232	2760	3007
ACCFDFCE_01407	1	1488810	1490459	-	1650	5850	8850	6511
ACCFDFCE_01408	1	1490475	1491494	-	1020	2042	3291	2702
ACCFDFCE_01409	1	1491688	1492059	-	372	2425	2963	3815
ACCFDFCE_01410	1	1492278	1493684	-	1407	10481	14789	19777
ACCFDFCE_01411	1	1493752	1494885	-	1134	5830	7496	11572
ACCFDFCE_01412	1	1495235	1495327	+	93	50	33	34
ACCFDFCE_01413	1	1495454	1496434	-	981	2222	2746	2923
ACCFDFCE_01414	1	1496448	1496885	-	438	625	727	788
ACCFDFCE_01415	1	1497236	1498510	-	1275	2075	3017	4011
ACCFDFCE_01416	1	1498523	1499506	-	984	1483	2041	2748
ACCFDFCE_01417	1	1499506	1500498	-	993	1815	2561	3262
ACCFDFCE_01418	1	1500514	1501935	-	1422	2882	3975	4787
ACCFDFCE_01419	1	1502086	1503765	-	1680	5345	7346	9406
ACCFDFCE_01420	1	1503781	1504233	-	453	908	1393	1629
ACCFDFCE_01421	1	1504665	1505546	-	882	1998	2347	3097
ACCFDFCE_01422	1	1505524	1505754	-	231	390	450	591
ACCFDFCE_01423	1	1505747	1507084	-	1338	2825	3310	3795
ACCFDFCE_01424	1	1507101	1507490	-	390	2089	1962	2265
ACCFDFCE_01425	1	1507550	1507912	-	363	1250	1305	1420
ACCFDFCE_01426	1	1507927	1509282	-	1356	1634	1629	1802
ACCFDFCE_01427	1	1509282	1509746	-	465	438	498	645
ACCFDFCE_01428	1	1510220	1510777	-	558	3458	3875	6334
ACCFDFCE_01429	1	1510803	1511864	-	1062	5870	5889	12079
ACCFDFCE_01430	1	1511969	1512550	+	582	808	900	1021
ACCFDFCE_01431	1	1512564	1512782	+	219	234	212	287
ACCFDFCE_01432	1	1512846	1513676	-	831	2637	3416	3235
ACCFDFCE_01433	1	1513834	1514220	+	387	2294	3160	3367
ACCFDFCE_01434	1	1514585	1516057	-	1473	39848	28569	17854
ACCFDFCE_01435	1	1516050	1517396	-	1347	36073	25510	15763
ACCFDFCE_01436	1	1517416	1518507	-	1092	21128	15381	9807
ACCFDFCE_01437	1	1518582	1518679	-	98	2983	1851	1613
ACCFDFCE_01438	1	1518666	1519190	-	525	342	656	524
ACCFDFCE_01439	1	1519423	1519797	-	375	15	21	17
ACCFDFCE_01440	1	1519838	1520137	-	300	14	28	16
ACCFDFCE_01441	1	1520124	1520558	-	435	15	13	13
ACCFDFCE_01442	1	1520548	1520859	-	312	9	10	10
ACCFDFCE_01443	1	1520873	1521793	-	921	21	34	21
ACCFDFCE_01444	1	1521915	1522889	-	975	127	131	123
ACCFDFCE_01445	1	1522941	1523564	-	624	1828	2819	1854
ACCFDFCE_01446	1	1523561	1523890	-	330	728	1091	731
ACCFDFCE_01447	1	1523890	1524876	-	987	2350	3159	2362
ACCFDFCE_01448	1	1525057	1526520	-	1464	2887	4327	2929
ACCFDFCE_01449	1	1526532	1527125	-	594	1688	2222	1549
ACCFDFCE_01450	1	1527280	1527429	-	150	598	519	599
ACCFDFCE_01451	1	1527542	1529617	-	2076	5501	5227	5434
ACCFDFCE_01452	1	1529738	1530337	-	600	17032	17590	39740
ACCFDFCE_01453	1	1530613	1531023	-	411	175	191	268
ACCFDFCE_01454	1	1531010	1531882	-	873	242	285	370
ACCFDFCE_01455	1	1531915	1532700	-	786	148	200	253
ACCFDFCE_01456	1	1532826	1533716	-	891	859	716	807
ACCFDFCE_01457	1	1533726	1535072	-	1347	1068	918	886
ACCFDFCE_01458	1	1535186	1536286	-	1101	931	907	868
ACCFDFCE_01459	1	1536289	1536966	-	678	265	242	259
ACCFDFCE_01460	1	1537097	1538203	-	1107	2319	2623	2895
ACCFDFCE_01461	1	1538427	1540226	-	1800	4013	3635	4469
ACCFDFCE_01462	1	1540287	1541105	-	819	2027	2463	3252
ACCFDFCE_01463	1	1541116	1541655	-	540	1008	1315	1692
ACCFDFCE_01464	1	1542074	1543465	+	1392	6927	7105	5597
ACCFDFCE_01465	1	1543615	1544361	-	747	1601	1877	2090
ACCFDFCE_01466	1	1544389	1545288	-	900	2862	3294	3696
ACCFDFCE_01467	1	1545289	1545693	-	405	842	1005	1188
ACCFDFCE_01468	1	1545704	1546048	-	345	780	859	1006
ACCFDFCE_01469	1	1546051	1546518	-	468	1890	1742	2182
ACCFDFCE_01470	1	1546519	1547466	-	948	2588	2644	3316
ACCFDFCE_01471	1	1547770	1548468	-	699	20851	14417	15980
ACCFDFCE_01472	1	1548485	1549474	-	990	16403	12709	14131
ACCFDFCE_01473	1	1549492	1550199	-	708	7391	5868	6290
ACCFDFCE_01474	1	1550419	1550595	-	177	2416	2972	3100
ACCFDFCE_01475	1	1550888	1552234	-	1347	2338	2558	3245
ACCFDFCE_01476	1	1552241	1552993	-	753	675	713	824
ACCFDFCE_01477	1	1552995	1553933	-	939	1471	1407	1804
ACCFDFCE_01478	1	1553937	1555076	-	1140	1613	1426	1921
ACCFDFCE_01479	1	1555212	1557044	-	1833	16179	16629	19077
ACCFDFCE_01480	1	1557113	1557739	-	627	3424	2889	3826
ACCFDFCE_01481	1	1557771	1558748	-	978	4238	4097	4854
ACCFDFCE_01482	1	1558849	1560006	-	1158	184	217	331
ACCFDFCE_01483	1	1560225	1560470	+	246	112	146	169
ACCFDFCE_01484	1	1560536	1562359	-	1824	3397	6078	4484
ACCFDFCE_01485	1	1562705	1562956	+	252	964	662	915
ACCFDFCE_01486	1	1563001	1563975	-	975	227	326	311
ACCFDFCE_01487	1	1564032	1566233	-	2202	276	437	180
ACCFDFCE_01488	1	1566238	1566669	-	432	332	455	996
ACCFDFCE_01489	1	1566791	1567468	-	678	96	124	138
ACCFDFCE_01490	1	1567517	1568233	-	717	537	567	695
ACCFDFCE_01491	1	1568236	1568589	-	354	349	316	410
ACCFDFCE_01492	1	1568590	1569174	-	585	693	575	800
ACCFDFCE_01493	1	1569164	1569733	-	570	734	535	785
ACCFDFCE_01494	1	1569736	1570026	-	291	285	203	320
ACCFDFCE_01495	1	1570030	1570836	-	807	648	554	658
ACCFDFCE_01496	1	1570850	1571950	-	1101	933	909	1097
ACCFDFCE_01497	1	1571951	1572478	-	528	640	521	655
ACCFDFCE_01498	1	1572498	1573184	-	687	423	456	480
ACCFDFCE_01499	1	1573498	1573767	+	270	62	64	73
ACCFDFCE_01500	1	1573969	1574721	-	753	56	50	84
ACCFDFCE_01501	1	1575135	1576355	-	1221	372	534	506
ACCFDFCE_01502	1	1576644	1577873	-	1230	6142	8407	2216
ACCFDFCE_01503	1	1577886	1578638	-	753	4092	5269	1633
ACCFDFCE_01504	1	1578638	1579999	-	1362	7982	10952	3844
ACCFDFCE_01505	1	1580013	1580462	-	450	2515	2852	1149
ACCFDFCE_01506	1	1580464	1581474	-	1011	5706	7219	2701
ACCFDFCE_01507	1	1581464	1582198	-	735	2046	3151	1305
ACCFDFCE_01508	1	1582524	1583000	-	477	1443	2000	2265
ACCFDFCE_01509	1	1583028	1583651	-	624	952	985	1361
ACCFDFCE_01510	1	1583651	1584919	-	1269	968	944	1323
ACCFDFCE_01511	1	1584931	1585854	-	924	577	723	887
ACCFDFCE_01512	1	1585857	1586495	-	639	186	238	331
ACCFDFCE_01513	1	1586780	1587088	-	309	4254	4378	6293
ACCFDFCE_01514	1	1587103	1587531	-	429	9645	8056	12557
ACCFDFCE_01515	1	1587535	1587795	-	261	3317	3074	5044
ACCFDFCE_01516	1	1587858	1590491	-	2634	4206	6289	4848
ACCFDFCE_01517	1	1590831	1593308	-	2478	2591	3452	4125
ACCFDFCE_01518	1	1593310	1593978	-	669	398	654	922
ACCFDFCE_01519	1	1594191	1594355	+	165	140	191	254
ACCFDFCE_01520	1	1594440	1595558	-	1119	3982	5614	5706
ACCFDFCE_01521	1	1595559	1596701	-	1143	3360	5154	5751
ACCFDFCE_01522	1	1597013	1598026	+	1014	1658	1980	5059
ACCFDFCE_01523	1	1598263	1598409	-	147	126	108	221
ACCFDFCE_01524	1	1598449	1598631	-	183	59	34	72
ACCFDFCE_01525	1	1598731	1599153	-	423	366	450	425
ACCFDFCE_01526	1	1599238	1600512	+	1275	3657	3827	2826
ACCFDFCE_01527	1	1600673	1601446	-	774	686	783	770
ACCFDFCE_01528	1	1601639	1601829	-	191	48472	32958	31339
ACCFDFCE_01529	1	1601907	1603673	-	1767	3286	4492	3547
ACCFDFCE_01530	1	1603689	1604951	-	1263	1185	1756	1203
ACCFDFCE_01531	1	1605412	1606287	-	876	3317	4828	5760
ACCFDFCE_01532	1	1606284	1606736	-	453	2930	4074	4028
ACCFDFCE_01533	1	1606748	1608958	-	2211	10541	14804	13782
ACCFDFCE_01534	1	1609365	1609883	-	519	205	312	286
ACCFDFCE_01535	1	1609905	1612178	-	2274	583	777	663
ACCFDFCE_01536	1	1612381	1614660	-	2280	5099	4578	5289
ACCFDFCE_01537	1	1614935	1615195	-	261	298	410	414
ACCFDFCE_01538	1	1615214	1616353	-	1140	814	1020	1171
ACCFDFCE_01539	1	1616376	1617401	-	1026	1390	1427	2292
ACCFDFCE_01540	1	1617403	1618407	-	1005	1953	1996	2575
ACCFDFCE_01541	1	1618439	1619041	-	603	1397	1293	1592
ACCFDFCE_01542	1	1619055	1619513	-	459	770	720	868
ACCFDFCE_01543	1	1619523	1620815	-	1293	2243	2074	2261
ACCFDFCE_01544	1	1621170	1621454	-	285	1821	2043	3051
ACCFDFCE_01545	1	1621466	1621786	-	321	1469	1288	1820
ACCFDFCE_01546	1	1621792	1622100	-	309	1872	1626	2229
ACCFDFCE_01547	1	1622113	1622240	-	128	409	216	342
ACCFDFCE_01548	1	1622267	1622797	-	531	338	358	348
ACCFDFCE_01549	1	1622797	1623639	-	843	729	713	732
ACCFDFCE_01550	1	1624032	1624505	-	474	227	371	360
ACCFDFCE_01551	1	1624665	1624862	+	198	39	107	45
ACCFDFCE_01552	1	1624979	1625263	-	285	163	198	143
ACCFDFCE_01553	1	1625331	1626017	-	687	94	150	43
ACCFDFCE_01554	1	1626014	1626721	-	708	41	81	25
ACCFDFCE_01555	1	1626991	1628262	-	1272	1565	1847	1760
ACCFDFCE_01556	1	1628275	1630905	-	2631	3566	4565	4028
ACCFDFCE_01557	1	1630949	1631250	-	302	403	453	345
ACCFDFCE_01558	1	1631308	1631868	+	561	1749	2600	2129
ACCFDFCE_01559	1	1632091	1633158	-	1068	775	672	1032
ACCFDFCE_01560	1	1633360	1634646	-	1287	3611	3597	5446
ACCFDFCE_01561	1	1634694	1635668	-	975	1496	1733	2604
ACCFDFCE_01562	1	1635671	1636339	-	669	450	556	888
ACCFDFCE_01563	1	1636361	1637287	-	927	1512	2578	4112
ACCFDFCE_01564	1	1637329	1638144	-	816	2175	3292	3863
ACCFDFCE_01565	1	1638166	1639512	-	1347	11998	17226	19438
ACCFDFCE_01566	1	1639729	1640319	-	591	172	217	290
ACCFDFCE_01567	1	1640473	1641735	-	1263	2622	2693	4587
ACCFDFCE_01568	1	1641886	1643187	-	1302	5290	5638	6301
ACCFDFCE_01569	1	1643350	1644279	-	930	1870	2031	1727
ACCFDFCE_01570	1	1644298	1644906	-	609	334	383	367
ACCFDFCE_01571	1	1645048	1645404	-	357	793	732	977
ACCFDFCE_01572	1	1645451	1645651	-	201	1346	1220	1656
ACCFDFCE_01573	1	1645680	1646240	-	561	2370	2103	2736
ACCFDFCE_01574	1	1646236	1646361	-	126	18	61	81
ACCFDFCE_01575	1	1646436	1647929	-	1494	349	897	1187
ACCFDFCE_01576	1	1648074	1648249	-	176	524	905	748
ACCFDFCE_01577	1	1648355	1650292	-	1938	5377	8274	7357
ACCFDFCE_01578	1	1650705	1651625	-	921	7951	10141	7489
ACCFDFCE_01579	1	1651625	1653025	-	1401	9931	13499	10141
ACCFDFCE_01580	1	1653026	1653496	-	471	4371	5276	3781
ACCFDFCE_01581	1	1653706	1654731	-	1026	55445	98373	47193
ACCFDFCE_01582	1	1654901	1655524	-	624	1085	1188	1416
ACCFDFCE_01583	1	1655540	1656412	-	873	2225	2395	2718
ACCFDFCE_01584	1	1656428	1659058	-	2631	7039	7767	9214
ACCFDFCE_01585	1	1659352	1660839	-	1488	1039	3117	1631
ACCFDFCE_01586	1	1661338	1663002	-	1665	23749	26183	9013
ACCFDFCE_01587	1	1662999	1663703	-	705	13489	13546	4955
ACCFDFCE_01588	1	1664093	1665361	-	1269	121910	133076	31430
ACCFDFCE_01589	1	1665410	1666456	-	1047	97473	111957	23864
ACCFDFCE_01590	1	1666879	1668240	+	1362	34012	43361	36067
ACCFDFCE_01591	1	1668273	1669919	-	1647	57	57	40
ACCFDFCE_01592	1	1669956	1670193	+	238	61	54	45
ACCFDFCE_01593	1	1670560	1672317	-	1758	12192	18587	13045
ACCFDFCE_01594	1	1672339	1673307	-	969	4226	6536	5260
ACCFDFCE_01595	1	1673576	1674520	-	945	1185	1519	1948
ACCFDFCE_01596	1	1674520	1675377	-	858	1447	1802	2349
ACCFDFCE_01597	1	1675572	1676801	-	1230	2314	3134	3743
ACCFDFCE_01598	1	1677251	1680448	-	3198	4707	7264	7070
ACCFDFCE_01599	1	1680469	1681410	-	942	1481	2271	2183
ACCFDFCE_01600	1	1681671	1682969	-	1299	1214	1830	1861
ACCFDFCE_01601	1	1683174	1683587	+	414	13919	16943	13038
ACCFDFCE_01602	1	1683892	1684581	-	690	1883	1776	1530
ACCFDFCE_01603	1	1684756	1685811	+	1056	6313	7837	8062
ACCFDFCE_01604	1	1686127	1687245	-	1119	16772	11229	7614
ACCFDFCE_01605	1	1687386	1687886	+	501	20594	20681	26310
ACCFDFCE_01606	1	1688132	1689334	-	1203	5132	4955	6638
ACCFDFCE_01607	1	1689422	1690369	-	948	1896	1287	2784
ACCFDFCE_01608	1	1690492	1690986	-	495	5336	5777	9567
ACCFDFCE_01609	1	1691084	1691854	-	771	207	231	246
ACCFDFCE_01610	1	1691898	1693121	-	1224	334	386	471
ACCFDFCE_01611	1	1693121	1694287	-	1167	112	176	225
ACCFDFCE_01612	1	1694632	1696326	-	1695	12584	13948	13089
ACCFDFCE_01613	1	1696463	1696927	+	465	547	704	1391
ACCFDFCE_01614	1	1697171	1697773	+	603	3017	3048	4576
ACCFDFCE_01615	1	1697989	1698732	-	744	753	412	609
ACCFDFCE_01616	1	1698812	1699258	+	447	1564	1359	2801
ACCFDFCE_01617	1	1699372	1700532	+	1161	1063	1006	1084
ACCFDFCE_01618	1	1700519	1702123	+	1605	1279	1246	1283
ACCFDFCE_01619	1	1702273	1703403	-	1131	2171	2026	1899
ACCFDFCE_01620	1	1703510	1704976	-	1467	2164	3660	2979
ACCFDFCE_01621	1	1705104	1705721	-	618	682	1091	921
ACCFDFCE_01622	1	1705893	1707167	+	1275	6532	4171	6464
ACCFDFCE_01623	1	1707261	1708523	-	1263	830	1153	873
ACCFDFCE_01624	1	1708905	1709810	+	906	497	595	610
ACCFDFCE_01625	1	1710013	1712700	-	2688	258	1861	347
ACCFDFCE_01626	1	1712754	1712811	+	58	1	1	1
ACCFDFCE_01627	1	1713034	1714701	-	1668	60402	34535	36629
ACCFDFCE_01628	1	1715141	1716847	-	1707	38785	34942	11567
ACCFDFCE_01629	1	1717016	1717648	+	633	1811	2929	1862
ACCFDFCE_01630	1	1717673	1718842	+	1170	4541	6272	4300
ACCFDFCE_01631	1	1718940	1719929	-	990	9478	8351	13662
ACCFDFCE_01632	1	1720469	1721560	-	1092	2635	3663	2955
ACCFDFCE_01633	1	1722260	1723777	-	1518	4973	3516	4180
ACCFDFCE_01634	1	1723851	1724342	-	492	3165	3476	3778
